PrimaryAC	SecondaryACs	TaxID	GeneName	Synonyms
Q86UQ5	J3KSW9	9606	GTSCR1	
Q9NYZ3	B0QYM3,Q20WK2,Q53GX5,Q5R3I6,Q6DHX4,Q9BRE0,Q9UGZ9,Q9Y557	9606	GTSE1	
Q8R080	O89015,Q9CSG9	10090	Gtse1	B99
Q3SZU0		9913	GTSF1	FAM112B
Q8WW33	B3KQ60,Q0VGM4,Q8N778	9606	GTSF1	FAM112B
Q4R8M9		9541	GTSF1	FAM112B
Q9DAN6		10090	Gtsf1	Cue110,Fam112b
Q3T026		9913	GTSF1L	FAM112A
Q9H1H1	Q5JWH5	9606	GTSF1L	C20orf65,FAM112A
Q9CWD0	Q3TVG1,Q9D2S8	10090	Gtsf1l	Fam112a
P39996	D3DLN3	559292	GTT3	
P0DSI7		2320211		
P0DV17		613619		
P82414		3057131		
P0DSI8		264722		
P0DSI9		2320211		
P0DV18		613619		
P82415		3057131		
P0DSJ0		264722		
P82416		3057131		
P0DSJ1		264722		
P82417		3057131		
P0DSJ2		264722		
P82418		3057131		
P82419		3057131		
P82420		3057131		
O64329		1604876	gene 15	
P03735		2681611	T	
P35894		10116		
P35895		10116	Olr1145	
P35897		10116		
Q89ZV6		226186	guaA1	
Q8A525		226186	guaA2	
O28949		224325	guaAA	
Q5V1K0		272569	guaAA	guaA2
Q9HSH4		64091	guaAA	
Q18KM8		362976	guaAA	
A8AC69		453591	guaAA	
A6UVC9		419665	guaAA	
Q8THC7		188937	guaAA	guaA
Q0W700		351160	guaAA	
A7I661		456442	guaAA	
Q46E00		269797	guaAA	
Q12UJ5		259564	guaAA	
Q2FL30		323259	guaAA	
Q58970		243232	guaAA	
Q8TXV8		190192	guaAA	guaA_2
A4FW79		402880	guaAA	
A9A9L8		444158	guaAA	
A6VH31		426368	guaAA	
Q8PXF0		192952	guaAA	
A3CTG9		368407	guaAA	
Q6LXA7		267377	guaAA	guaA
A5UK20		420247	guaAA	
Q2NER5		339860	guaAA	
O26805		187420	guaAA	
A0B5J1		349307	guaAA	
A6UQ90		406327	guaAA	
Q3ITY2		348780	guaAA	
Q6KZC5		1122961	guaAA	
Q9V0I6	G8ZH08	272844	guaAA	guaA-N
Q8U0R9		186497	guaAA	
O59071		70601	guaAA	
Q97VZ9		273057	guaAA	guaA
Q8X239	Q4JB85	330779	guaAA	guaA
Q974T4	F9VN38	273063	guaAA	
Q9HJM3		273075	guaAA	
Q5JFM4		69014	guaAA	
Q979P8		273116	guaAA	
O29986		224325	guaAB	guaA-1
B9LTX1		416348	guaAB	
Q5UX56		272569	guaAB	guaA1
B0R6G1		478009	guaAB	
Q9HP33		64091	guaAB	
Q8THK3		188937	guaAB	guaA
Q0W468		351160	guaAB	
A7IA92		456442	guaAB	
Q46D96		269797	guaAB	
Q12ZP6		259564	guaAB	
Q58531		243232	guaAB	
Q8TYD7		190192	guaAB	guaA_1
A6VFI6		426368	guaAB	
Q8PXK0		192952	guaAB	
A3CWS6		368407	guaAB	
Q6LYU3		267377	guaAB	guaA
B8GIB2		521011	guaAB	
O26806		187420	guaAB	
A6UN70		406327	guaAB	
Q3IS14		348780	guaAB	
Q6L1Q1		1122961	guaAB	
Q9V0I7	G8ZH07	272844	guaAB	guaA-C
Q8U0R8		186497	guaAB	
O59072		70601	guaAB	
C3NMG4		419942	guaAB	
C3MJX9		429572	guaAB	
C3N0R9		427318	guaAB	
C3MRT0		427317	guaAB	
C4KJU6		426118	guaAB	
C3N905		439386	guaAB	
Q97TZ8		273057	guaAB	guaA
Q96Y23	F9VPE2	273063	guaAB	
Q9HIH8		273075	guaAB	
Q5JFM1		69014	guaAB	
Q97C09		273116	guaAB	
A3DCD4		203119	guaA	
Q6FFN2		62977	guaA	
A3MZV8		416269	guaA	
B3H120		537457	guaA	
B0BUF0		434271	guaA	
A6VMR9		339671	guaA	
A0KJS0		380703	guaA	
Q9Y933		272557	guaA	
A4SM23		382245	guaA	
B6JHM4	F8BZA3	504832	guaA	
C4ZCQ4		515619	guaA	
Q8UIL2		176299	guaA	
Q21W48		338969	guaA	
Q0VNF0		393595	guaA	
A8ETA7		367737	guaA	
Q5E763		312309	guaA	
B5FAY1		388396	guaA	
B6EGZ6		316275	guaA	
Q0A9W8		187272	guaA	
A6TLR3		293826	guaA	
B9JZA3		311402	guaA	
B4RV80	F2G264	1774373	guaA	
B9KH18		320483	guaA	
Q5P9L5		234826	guaA	
O66601		224324	guaA	
Q5NYE5		76114	guaA	
Q4WFT3		330879	gua1	
Q2UFN0		510516	gua1	
A1K5U3		418699	guaA	
C3PBL1		592021	guaA	
C3L508		568206	guaA	
A0R8W7		412694	guaA	
Q81VE0	Q6I4E2,Q6KY45	1392	guaA	
B7JM61		405535	guaA	
Q73ER7		222523	guaA	
B7IUT1		405531	guaA	
C1EUB4		572264	guaA	
B7H4Q8		405532	guaA	
A7GKG1		315749	guaA	
Q81IS3		226900	guaA	
Q63GV4		288681	guaA	
Q5LGV6		272559	guaA	
Q64XQ7		295405	guaA	
Q6HPC6		281309	guaA	
Q65MU0	Q62Y84	279010	guaA	
A9VQG9		315730	guaA	
A8FAH5		315750	guaA	
P29727	O34531	224308	guaA	
A7Z235		326423	guaA	
A1URR0		360095	guaA	
Q6G5J3		283166	guaA	
Q6G197		283165	guaA	
Q1LSJ1		374463	guaA	
Q6MLD2		264462	guaA	
Q8G5P4		206672	guaA	
Q7VRS2		203907	guaA	
Q492E5		291272	guaA	
Q2L1U0		360910	guaA	
E4QHI6	O30439,P49056	521007	guaA	
Q7WK13		257310	guaA	
P0CL64	O30439,P49056	224326	guaA	
Q6ASN4		290434	guaA	
Q7WAV6		257311	guaA	
A9IKK0		340100	guaA	
Q7VVM4		257313	guaA	
Q89N53		224911	guaA	
C0QYF1		565034	guaA	
A4YSU1		114615	guaA	
B2SBN5		430066	guaA	
Q2YK38		359391	guaA	
Q577H0		262698	guaA	
A9MEB0		483179	guaA	
C0RKS9		546272	guaA	
Q8YBL2		224914	guaA	
A5VU71		444178	guaA	
A9WY54		470137	guaA	
Q8FWT4	G0KCA0	204722	guaA	
B1YS44		398577	guaA	
A0K8B3		331272	guaA	
B4EC68		216591	guaA	
Q0BE45		339670	guaA	
Q39F73		482957	guaA	
A9AIP4		395019	guaA	
A3MKQ7		320389	guaA	
A2SBA7		412022	guaA	
Q62JF6		243160	guaA	
A1V534		320388	guaA	
B1JUC0		406425	guaA	
Q1BHF2		331271	guaA	
A3NWJ3		357348	guaA	
Q3JR65		320372	guaA	
A3NAR3		320373	guaA	
Q63T42		272560	guaA	
A4JF45		269482	guaA	
Q09580	Q0G842,Q7JMN1	6239	gmps-1	
B9MS76		521460	guaA	
Q8RC63		273068	guaA	
A4XKX8		351627	guaA	
A0RQD7		360106	guaA	
A7I131		360107	guaA	
A8FMV3		407148	guaA	
A7H2D2		360109	guaA	
Q9PN49	Q0P908	192222	guaA	
A1W0N3		354242	guaA	
Q5HTL3		195099	guaA	
B9KFL4		306263	guaA	
Q5APF2	A0A1D8PEL6	237561	GUA1	
Q6FUF3		284593	GUA1	
Q3AD70		246194	guaA	
Q9A7U9		190650	guaA	
B8GVI7		565050	guaA	
B3PIG3		498211	guaA	
A3PK79		349101	guaA	
Q3J210		272943	guaA	
A4WTP4		349102	guaA	
B9KT27		557760	guaA	
Q3AT13		340177	guaA	
Q822V6		227941	guaA	
Q254T8		264202	guaA	
B3EEV3		290315	guaA	
Q3B1J3		319225	guaA	
Q9PKM3		243161	guaA	
B3ELI1		331678	guaA	
A1BD85		290317	guaA	
A4SGJ0		290318	guaA	
Q9Z913		83558	guaA	
B3QYF4		517418	guaA	
Q8KFZ5		194439	guaA	
A0M3J8		411154	guaA	
Q7NSG1		243365	guaA	
A8AD80		290338	guaA	
Q97FM9		272562	guaA	
A7FYP0		441770	guaA	
C3KUC5		515621	guaA	
A6LQ90		290402	guaA	
B2UZ05		508767	guaA	
B2TIX3		935198	guaA	
A5I720	A7G8A4	441771	guaA	
C1FLV2		536232	guaA	
B1IFD1		498213	guaA	
A7GIN0		441772	guaA	
B1L1J7		498214	guaA	
Q18CT8		272563	guaA	
B9DYY7		583346	guaA	
A5N5D9		431943	guaA	
A0Q2S8		386415	guaA	
Q8XI46	Q8RLC2	195102	guaA	
Q891G7		212717	guaA	
Q47WD1		167879	guaA	
O52831	Q9RHY6	1697	guaA	
P60499		257309	guaA	
Q8FRZ3		196164	guaA	
A4QBV0		340322	guaA	
Q8NSR1		196627	guaA	
Q4JTG0		306537	guaA	
B6J7Z4		434924	guaA	
B6IZE2		434923	guaA	
A9KGD5		434922	guaA	
A9N8L6		360115	guaA	
Q83BZ6		227377	guaA	
B1WY30		43989	guaA	
A7MGU1		290339	guaA	
Q5K9E9		214684	GUA1	
J9VUY6		235443	GUA1	
Q1LND0		266264	guaA	
Q0KA43		381666	guaA	
Q470G4		264198	guaA	
B3R290		977880	guaA	
Q6A6X1		267747	guaA	
Q11WK3		269798	guaA	
Q6BLS3		284592	GUA1	
Q47DK8		159087	guaA	
Q3Z886		243164	guaA	
Q3ZXH7		255470	guaA	
C1D0M2		546414	guaA	
Q1J0T4		319795	guaA	
Q9RT91		243230	guaA	
Q6APU2		177439	guaA	
P32073	Q54TQ7	44689	guaA	gua2
A8LKW5		398580	guaA	
A7ZPV1		331111	guaA	
B7UGU5		574521	guaA	
B7MHY8		585035	guaA	
B7LCP7		585055	guaA	
P64295	Q8XAB5	83334	guaA	
B5Z0X6		444450	guaA	
B7NQV3		585057	guaA	
B7MYD5		585397	guaA	
B7M7L1		585034	guaA	
C4ZX82		595496	guaA	
B1XAY2		316385	guaA	
A8A313		331112	guaA	
A1AE43		405955	guaA	
Q0TEY1		362663	guaA	
P64294	Q8XAB5	199310	guaA	
B1IWF4		481805	guaA	
P04079		83333	guaA	
B7N691		585056	guaA	
B6I579		409438	guaA	
B1LNF9		439855	guaA	
Q1R8M9		364106	guaA	
A4XY17		399739	guaA	
C5BER5		634503	guaA	
Q3YT30		269484	guaA	
Q2GHY2		205920	guaA	
Q5FF75		302409	guaA	
Q5HCA2	Q5FCJ9	254945	guaA	
B2KCS8		445932	guaA	
Q5B1L4	C8VG41	227321	gua1	
A4WD82		399742	guaA	
Q839J8		226185	guaA	
Q756B7		284811	GUA1	
B7LKD4		585054	guaA	
B1YIZ1		262543	guaA	
B0S0S7		334413	guaA	
A5FHB4		376686	guaA	
A6H0T6		402612	guaA	
B0U0B2		484022	guaA	
Q14HJ0		393115	guaA	
A7NCA3		458234	guaA	
Q2A3D4		376619	guaA	
B2SGK4		441952	guaA	
A0Q6C0		401614	guaA	
Q0BLV0		393011	guaA	
Q5NG38		177416	guaA	
A4IXW6		418136	guaA	
P83540		1625	guaA	
Q8RDR4		190304	guaA	
C1A3W7		379066	guaA	
B9M9G4		316067	guaA	
Q5L3E1		235909	guaA	
Q39TA7		269799	guaA	
P60500		243231	guaA	
Q4HXF0	A0A0E0RWY4,A0A1C3YJM8,I1S0W7	229533	GUA1	
B8F3T2		557723	guaA	
B7K8T7		65393	guaA	
Q7NHC2		251221	guaA	
Q5FPL0		290633	guaA	
Q7VLE9	Q9ZHL2	233412	guaA	
Q4QNW4		281310	guaA	
A5UAR3		374930	guaA	
A5UG27		374931	guaA	
P44335		71421	guaA	
Q2SCJ3		349521	guaA	
Q9KF78		272558	guaA	
B8D0Z5		373903	guaA	
C4K7H1		572265	guaA	
Q17YH9		382638	guaA	
Q7VG78		235279	guaA	
B0TI09		498761	guaA	
B6JMN5		570508	guaA	
B5Z842		563041	guaA	
Q1CSM2		357544	guaA	
Q9ZKG4		85963	guaA	
B2UUF1		512562	guaA	
O25165		85962	guaA	
A4G4U7		204773	guaA	
Q0I2D2		205914	guaA	
B0USI5		228400	guaA	
P49915	A8K639,B4DXV7,F8W720	9606	GMPS	
Q31F66		317025	guaA	
Q5QWW5		283942	guaA	
A6SZM5		375286	guaA	
A6TCC2		272620	guaA	
B5XNM4		507522	guaA	
Q6CU71		284590	GUA1	
Q5FMD6		272621	guaA	
B3W952		543734	guaA	
Q1GBU7		390333	guaA	
Q04CA4		321956	guaA	
C4Z3X1		515620	guaA	
Q046I2		324831	guaA	
Q74LF7		257314	guaA	
Q9CFJ0		272623	guaA	
Q9Z6H4	A2RJZ5	416870	guaA	
Q02Y87		272622	guaA	
Q036Y5		321967	guaA	
Q88Y74	F9UMB5	220668	guaA	
O85192		47715	guaA	
Q38ZE1		314315	guaA	
Q5X4I9		297246	guaA	
A5ICM2		400673	guaA	
Q5ZUS0		272624	guaA	
Q5WVX4		297245	guaA	
Q6AD51		281090	guaA	
Q72RB7		267671	guaA	
Q8F4F4		189518	guaA	
Q1WRY8		362948	guaA	
A5VLY3		557436	guaA	
B2G994		557433	guaA	
Q92CU0		272626	guaA	
Q720X7		265669	guaA	
Q8Y822		169963	guaA	
A0AHK7		386043	guaA	
B9E8Y0		458233	guaA	
Q8EWS9		272633	guaA	
Q65UI1		221988	guaA	
A6W2W4		400668	guaA	
A1U1E2		351348	guaA	
C6BSD8		526222	guaA	
Q6F1C4		265311	guaA	
Q60C21		243233	guaA	
Q1H280		265072	guaA	
A2SG95		420662	guaA	
C5CBZ4		465515	guaA	
Q2RGP2		264732	guaA	
Q3THK7	Q3TFR6,Q3TIH1,Q3UJ21,Q3V343,Q66JZ6	10090	Gmps	
P0A5A2	A0A1R3Y480,Q50729,X2BPF9	233413	guaA	
A1KP87		410289	guaA	
C1AHL0		561275	guaA	
B8ZUE2		561304	guaA	
P46810	Q9CCU9	272631	guaA	
Q4P763	A0A0D1DUS8	5270	GUA1	
B2HDP0		216594	guaA	
Q73U79		262316	guaA	
A5U871		419947	guaA	
P9WMS6	L0TCE7,P0A5A1,Q50729	83331	guaA	
P9WMS7	L0TCE7,P0A5A1,Q50729	83332	guaA	
B2A5V5		457570	guaA	
Q5F4X9		242231	guaA	
B4RJH7		521006	guaA	
A9M138		374833	guaA	
Q9JW60	A1IPY6	122587	guaA	
Q9JXR2		122586	guaA	
A1KRY5		272831	guaA	
Q0ADW4		335283	guaA	
Q82XZ6		228410	guaA	
Q1QKC3		323097	guaA	
Q2Y9R9		323848	guaA	
Q3JDG3		323261	guaA	
A6Q4N8		387092	guaA	
Q72D86		882	guaA	
A1VEV0		391774	guaA	
B8DNB9		883	guaA	
Q3SQP4		323098	guaA	
Q5Z1E9		247156	guaA	
B2J9G3		63737	guaA	
Q8YT80		103690	guaA	
Q8CXK8		221109	guaA	
Q311X7		207559	guaA	
B1ZNB4		452637	guaA	
A6LD04		435591	guaA	
Q7UA53		84588	guaA	
B2JIA0		391038	guaA	
B2T5G8		398527	guaA	
A8LAX2		298653	guaA	
Q13XE2		266265	guaA	
Q9CNX8		272843	guaA	
Q6D288		218491	guaA	
C6DBG3		561230	guaA	
Q03H14		278197	guaA	
B4SFX7		324925	guaA	
A1AQJ8		338966	guaA	
Q4FMW8		335992	guaA	
A9BER7		403833	guaA	
Q0UHC4		321614	GUA1	
B4R9R7		450851	guaA	
Q7N3K4		243265	guaA	
Q6LU31		298386	guaA	
A6L686		435590	guaA	
B1XLR5		32049	guaA	
Q8IJR9	Q9U775	36329	GMPS	
A4SYS2		312153	guaA	
B1XTW6		452638	guaA	
Q5RA96		9601	GMPS	
B2RIF9		431947	guaA	
Q7MWL9		242619	guaA	
A3PA84		167546	guaA	
A2BZD9		167555	guaA	
A8G223		93060	guaA	
A2C5P2		59922	guaA	
A2BTY4		167542	guaA	
Q31DE7		74546	guaA	
Q7VEH5		167539	guaA	
B4EY59		529507	guaA	
Q7V9A9		74547	guaA	
Q7V3N7		59919	guaA	
A2BNG3		146891	guaA	
Q46I26		59920	guaA	
Q48LY0		264730	guaA	
Q15R63		3042615	guaA	
B7UXJ9		557722	guaA	
Q02RS2		208963	guaA	
Q9HXM6		208964	guaA	
Q1I5K9		384676	guaA	
Q4K6W4		220664	guaA	
C3K1K0		216595	guaA	
A5VZC3		351746	guaA	
Q3K7D0		205922	guaA	
B0KRE6		76869	guaA	
Q88P21		160488	guaA	
B1JDH6		390235	guaA	
Q886X5		223283	guaA	
Q3IHJ1		326442	guaA	
Q4ZX09		205918	guaA	
Q4FVS5		259536	guaA	
A1SYT6		357804	guaA	
Q8ZT92		178306	guaA	
Q8XZG4		267608	guaA	
B2UBD1		402626	guaA	
Q4V7C6		10116	Gmps	
B3PYH7		491916	guaA	
Q2KDG7		347834	guaA	
Q1MMJ7		216596	guaA	
Q987R3		266835	guaA	
B5ZYE9		395492	guaA	
Q92SQ3		266834	guaA	
B9J7L1		311403	guaA	
Q7UFS3		243090	guaA	
Q2IV75		316058	guaA	
P60501		258594	guaA	
Q212S9		316056	guaA	
Q2RXI5		269796	guaA	
B7JXM2		41431	guaA	
Q165N4		375451	guaA	
Q5LRL6		246200	guaA	
Q1GGV8		292414	guaA	
B8I4P0		394503	guaA	
A1AXH0		413404	guaA	
B5F185		454166	guaA	
A9MHM5		41514	guaA	
Q57LJ8		321314	guaA	
B5FR52		439851	guaA	
B5R569		550537	guaA	
B5RCX9		550538	guaA	
B4TD82		454169	guaA	
B4T0N7		423368	guaA	
Q5PI52		295319	guaA	
A9N218		1016998	guaA	
C0PYP4		476213	guaA	
B5BAZ5		554290	guaA	
Q2S0V0		309807	guaA	
B4TR83		439843	guaA	
Q8Z4Q3		90370	guaA	
Q8ZN60		99287	guaA	
Q9P772		284812	gua2	gua1
A8GHV1		399741	guaA	
A1S856		326297	guaA	
B8E9T4		407976	guaA	
A3D6V2		325240	guaA	
A6WQP0		402882	guaA	
A9KWW6		399599	guaA	
Q12PS0		318161	guaA	
Q085S4		318167	guaA	
B0TLJ4		458817	guaA	
A3QCH0		323850	guaA	
Q8EC52		211586	guaA	
A8H254		398579	guaA	
A4Y8T3		319224	guaA	
B8CKS4		225849	guaA	
A0KUK2		94122	guaA	
A8FY04		425104	guaA	
Q0HKV2		60480	guaA	
Q0HX50		60481	guaA	
A1RHR0		351745	guaA	
B1KLC1		392500	guaA	
B2TXT2		344609	guaA	
Q31XY3		300268	guaA	
Q32D55		300267	guaA	
Q0T212		373384	guaA	
Q83QL1		623	guaA	
Q3YZ45		300269	guaA	
Q5WJI0		66692	guaA	
C3MCS5		394	guaA	
A6UFA3		366394	guaA	
Q2NS52		343509	guaA	
C4XSN8		573370	guaA	
P60502		47834	guaA	
A7WY93		418127	guaA	
A6TYP2		359787	guaA	
Q2FJM5		367830	guaA	
Q2G0Y6		93061	guaA	
A5IPX0		359786	guaA	
Q2YVL5		273036	guaA	
Q5HIQ6		93062	guaA	
A6QE71		426430	guaA	
P64296	Q99WI8	158878	guaA	
P99105	Q99WI8	158879	guaA	
Q6GJQ6		282458	guaA	
Q6GC81		282459	guaA	
A8Z0R1		451516	guaA	
Q8NY69		196620	guaA	
B9DLM7		396513	guaA	
Q5HRX1		176279	guaA	
Q8CMQ8		176280	guaA	
Q4L386		279808	guaA	
Q49UU9		342451	guaA	
Q3K1C0		205921	guaA	
Q8E5M8		211110	guaA	
Q8DZX7		208435	guaA	
Q82HM9		227882	guaA	
Q9L0H2		100226	guaA	
C0MAM2		553482	guaA	
B4SSX7		391008	guaA	
B2FNS1		522373	guaA	
Q8DU81		210007	guaA	
P64299	Q48YN5,Q99ZJ7	301447	guaA	
Q04JQ8		373153	guaA	
P0DB54	Q8K7E6	198466	guaA	
B5E5U0		512566	guaA	
Q5XC20		286636	guaA	
C1C842		488221	guaA	
P64300	Q99ZJ7	186103	guaA	
Q1JBM8		370553	guaA	
Q1JLL1		370551	guaA	
Q1JGP6		370552	guaA	
Q1J6G5		370554	guaA	
A2RED2		160491	guaA	
B1ICM9		487214	guaA	
B8ZKZ5		561276	guaA	
Q48TF6		319701	guaA	
P64297	Q97PZ3	170187	guaA	
P0DB55	Q8K7E6	193567	guaA	
B2IQR1		516950	guaA	
B5XLN9		471876	guaA	
P64298	Q97PZ3	171101	guaA	
C0MFC7		553483	guaA	
Q5M029		299768	guaA	
Q5M4P4		264199	guaA	
B9DUB2		218495	guaA	
C1CF29		488222	guaA	
C1CLE8		488223	guaA	
C1CQS0		487213	guaA	
Q30TH8		326298	guaA	
A6QBI5		387093	guaA	
Q67S57		292459	guaA	
Q3A590		338963	guaA	
Q5N2F8		269084	guaA	
Q0IE37		64471	guaA	
Q3B0W1		316279	guaA	
Q3ANK7		110662	guaA	
Q0AW22		335541	guaA	
P49057		1111708	guaA	
C5BLU3		377629	guaA	
B7IHI2		484019	guaA	
Q47LQ0		269800	guaA	
A6LKY1		391009	guaA	
Q9X2E0		243274	guaA	
A5ILP6		390874	guaA	
B9L0W3		309801	guaA	
B1LAK3		126740	guaA	
Q72IE5		262724	guaA	
Q5SI28		300852	guaA	
Q8DGA5		197221	guaA	
Q3SI29		292415	guaA	
C4L8C4		595494	guaA	
Q73LZ4		243275	guaA	
Q3MEA8		240292	guaA	
Q83ID3		218496	guaA	
Q83GZ6		203267	guaA	
A5CVV4		412965	guaA	
B7VJU8		575788	guaA	
A7MU26		2902295	guaA	
A5F3F1	C3LYD6	345073	guaA	
Q9KTW2		243277	guaA	
C3LT21		579112	guaA	
Q87S07		223926	guaA	
Q8DF07		216895	guaA	
Q7MNE1		196600	guaA	
Q8D1V0		36870	guaA	
Q73IH1		163164	guaA	
B3CPU7		570417	guaA	
Q7M8K2		273121	guaA	
Q5GSJ3		292805	guaA	
C0R5H8		66084	guaA	
Q8PK88		190486	guaA	
Q4UVC5		314565	guaA	
B0RSB6		509169	guaA	
Q8P8Q6		190485	guaA	
Q3BSP7		316273	guaA	
Q2P3Q9		342109	guaA	
B2SLG1		360094	guaA	
Q5H0S2		291331	guaA	
B2I6W2		405441	guaA	
Q9PAR6		160492	guaA	
B0U3R8		405440	guaA	
Q87BK6		183190	guaA	
Q6CEF3		284591	GUA1	
P38625	D6W042	559292	GUA1	
A1JKT2		393305	guaA	
A7FFZ9		349747	guaA	
Q1C5J6		360102	guaA	
B2K9P0		502801	guaA	
Q8ZCU4	Q0WD33	632	guaA	
A9R7Z2		349746	guaA	
Q1CK82	C4GRM3	377628	guaA	
A4TMS8		386656	guaA	
Q668A8		273123	guaA	
B1JSB0		502800	guaA	
Q5NN19		264203	guaA	
P65173	A0A1R3XZH2,Q50591,X2BJ81	233413	guaB1	
O32912		272631	guaB1	
A0QYE8	I7GA39	246196	guaB1	
P9WKI2	L0TAS0,P65172,Q50591	83331	guaB1	
P9WKI3	L0TAS0,P65172,Q50591	83332	guaB1	
B9ME75		535289	guaC	
A1WB23		232721	guaC	
A0KN65		380703	guaC	
A4SJY8		382245	guaC	
Q21U05		338969	guaC	
Q5DZN1		312309	guaC	
B5EUG3		388396	guaC	
B6ERC3		316275	guaC	
A0RLN5		412694	guaC	
Q81JJ9	Q6HQ42,Q6KJI6	1392	guaC	
Q72WY4		222523	guaC	
Q814I1		226900	guaC	
Q630E8		288681	guaC	
Q6HAI0		281309	guaC	
Q65LF6		279010	guaC	
O05269		224308	guaC	yumD
A7Z8C3		326423	guaC	
B8D903		563178	guaC	
P57300		107806	guaC	
Q8K9U0		198804	guaC	
B8D7A8		561501	guaC	
P59443		224915	guaC	
Q7NTY1		243365	guaC	
A8ALJ2		290338	guaC	
Q97DK4		272562	guaC	
A9BNR6		398578	guaC	
A7ZHJ5		331111	guaC	
B7UIF3		574521	guaC	
B7MAM6		585035	guaC	
B7LFX2		585055	guaC	
Q8X984		83334	guaC	
B5YZD9		444450	guaC	
B7NI65		585057	guaC	
B7MNW1		585397	guaC	
B7M145		585034	guaC	
C4ZRJ8		595496	guaC	
B1XC80		316385	guaC	
A7ZW55		331112	guaC	
A1A7E7		405955	guaC	
Q0TLN6		362663	guaC	
P60561	P15344,P78048	199310	guaC	
B1IQN5		481805	guaC	
P60560	P15344,P78048	83333	guaC	
B7N7X5		585056	guaC	
B6HZ81		409438	guaC	
B1LG40		439855	guaC	
Q1RG92		364106	guaC	
C5B9H0		634503	guaC	
A4W6K6		399742	guaC	
Q831S1		226185	guaC	
B7LWQ6		585054	guaC	
B1YH73		262543	guaC	
C4L088		360911	guaC	
B5Z7L6		563041	guaC	
Q1CT17		357544	guaC	
Q9ZKZ2		85963	guaC	
B2USX4		512562	guaC	
O25525		85962	guaC	
A6T4P6		272620	guaC	
B5Y1T3		507522	guaC	
Q5FHY3		272621	guaC	
B3WCK9		543734	guaC	
Q1GBV3		390333	guaC	
Q04CB0		321956	guaC	
Q045S8		324831	guaC	
P60565		257314	guaC	
Q9CGF1		272623	guaC	
A2RL29		416870	guaC	
Q02Z38		272622	guaC	
Q03AR1		321967	guaC	
Q88SV5	F9UTG4	220668	guaC	
Q38YF0		314315	guaC	
B1XWM8		395495	guaC	
Q03TT0		387344	guaC	
Q1WT04		362948	guaC	
B1HNS5		444177	guaC	
Q6F1U6		265311	guaC	
Q6MUI1		272632	guaC	
Q8ERJ2		221109	guaC	
Q04GD9		203123	guaC	
A1TNF7		397945	guaC	
Q03GJ0		278197	guaC	
Q6LGK4		298386	guaC	
A1VMA8		365044	guaC	
Q12CT8		296591	guaC	
B5F7X8		454166	guaC	
A9MQA3		41514	guaC	
Q57TB5		321314	guaC	
B5FI86		439851	guaC	
B5R2N9		550537	guaC	
B5RH79		550538	guaC	
B4TJA0		454169	guaC	
B4SU63		423368	guaC	
Q5PDH8		295319	guaC	
A9MZN3		1016998	guaC	
C0Q5K1		476213	guaC	
B5BLD7		554290	guaC	
B4TXJ0		439843	guaC	
Q8Z9F9		90370	guaC	
Q8ZRT5		99287	guaC	
A8G9U1		399741	guaC	
B0TQE1		458817	guaC	
A8HAF6		398579	guaC	
B2U2A9		344609	guaC	
Q326D1		300268	guaC	
Q32JY8		300267	guaC	
Q0T894		373384	guaC	
Q83SM9		623	guaC	
Q3Z5Q5		300269	guaC	
Q5WD10		66692	guaC	
A7X1Z1		418127	guaC	
A6U1F7		359787	guaC	
Q2FH96		367830	guaC	
Q2FYU4		93061	guaC	
A5ISL9		359786	guaC	
Q2YXS9		273036	guaC	
Q5HG83		93062	guaC	
A6QGN9		426430	guaC	
P60562	Q99UD9	158878	guaC	
P60563	Q99UD9	158879	guaC	
Q6GH69		282458	guaC	
Q6G9M1		282459	guaC	
P60564	Q99UD9	196620	guaC	
B9DP67		396513	guaC	
Q5HPK5		176279	guaC	
Q8CPC9		176280	guaC	
Q4L646		279808	guaC	
Q49XD2		342451	guaC	
Q3K110		205921	guaC	
Q8E578		211110	guaC	
Q8DZL4		208435	guaC	
C0MAM1		553482	guaC	
A8AXD6		467705	guaC	
Q99ZQ1	Q48YU7	301447	guaC	
Q04K71		373153	guaC	
P0DB90	Q8K7I6	198466	guaC	
B5E4Y3		512566	guaC	
Q5XC75		286636	guaC	
C1C7M7		488221	guaC	
Q8P129		186103	guaC	
Q1JBS5		370553	guaC	
Q1JLQ8		370551	guaC	
Q1JGV8		370552	guaC	
Q1J6M7		370554	guaC	
A2REI5		160491	guaC	
B1IC44		487214	guaC	
B8ZJR9		561276	guaC	
Q48TL6		319701	guaC	
Q97QG5		170187	guaC	
P0DB91	Q8K7I6	193567	guaC	
B2IPN4		516950	guaC	
B5XLI1		471876	guaC	
Q8DPJ7		171101	guaC	
A4W0T4		391296	guaC	
C0MF02		553483	guaC	
A4VUJ2		391295	guaC	
B9DS39		218495	guaC	
C1CEK5		488222	guaC	
C1CKY8		488223	guaC	
C1CR55		487213	guaC	
C4LAB3		595494	guaC	
C5CT60		543728	guaC	
A1WIJ3		391735	guaC	
B7VS90		575788	guaC	
A7N204		2902295	guaC	
A5EYL9	C3M7N5	345073	guaC	
Q9KMW9		243277	guaC	
C3LUL9		579112	guaC	
Q87H06		223926	guaC	
Q8D632		216895	guaC	
Q7MD57		196600	guaC	
A1JJK8		393305	guaC	
A7FM52		349747	guaC	
